NO_PRODUTO;DS_CATEGORIA_PRODUTO;NO_PRINICIPIO_ATIVO;DS_CONCENTRACAO;DS_DESTINACAO;DS_FORMA_FISICA;DS_RESTRICAO_PRESCRICAO;ST_RESTRITO_HOSPITAL;DS_RESTRICAO_USO
AAS;ANALGESICOS NAO NARCOTICOS;ACIDO ACETILSALICILICO;100,000;;COMPRIMIDO SIMPLES;;Não;Pediátrico
AAS PROTECT;ANTIAGREGANTE PLAQUETARIO;ÁCIDO ACETILSALICÍLICO;112,778;;COMPRIMIDO REVESTIDO;;Não;Adulto
ABBA;AGENTES ANTINEOPLÁSICOS;acetato de abiraterona;250,00;;Comprimido;;Não;Adulto
Abelcet;ANTI-FUNGICOS;ANFOTERICINA B;5,00;;SUSPENSAO INJETAVEL;;Sim;Adulto e Pediátrico
ABEVMY;ANTINEOPLASICO;BEVACIZUMABE;25;;Solução p/ Diluição p/ Infusão;;Sim;Adulto
ABLOK;BETABLOQUEADORES SIMPLES;ATENOLOL;100.00;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ABLOK;BETABLOQUEADORES SIMPLES;ATENOLOL;25.00;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ABLOK;BETABLOQUEADORES SIMPLES;ATENOLOL;50.000;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ABNEVI;OUTROS ANTINEOPLASICOS;acetato de abiraterona;250,00;;Comprimido;;Não;Adulto
Abraxane;AGENTES ANTINEOPLÁSICOS;PACLITAXEL;100,00;;Pó Liofilizado para Suspensão Injetável ;;Sim;Adulto
ABRETIA;ANTIDEPRESSIVOS;CLORIDRATO DE DULOXETINA;33.67500;;CAPSULA GELATINOSA DURA DE LIBERAÇAO RETARDADA;;Não;Adulto acima de
ABRETIA;ANTIDEPRESSIVOS;CLORIDRATO DE DULOXETINA;67,35000;;CAPSULA GELATINOSA DURA DE LIBERAÇAO RETARDADA;;Não;Adulto acima de
ABRIFIT;EXPECTORANTES SIMPLES;HEDERA HELIX L.;7;COMERCIAL;XAROPE;;Não;Pediátrico acima de
ABRIFIT;EXPECTORANTES SIMPLES;HEDERA HELIX L.;7;INSTITUCIONAL;XAROPE;;Não;Pediátrico acima de
ABRIFIT;FITOTERAPICO SIMPLES;HEDERA HELIX L.;7;INSTITUCIONAL;XAROPE;;Não;Pediátrico acima de
ABRIFIT;FITOTERAPICO SIMPLES;HEDERA HELIX L.;7;COMERCIAL;XAROPE;;Não;Pediátrico acima de
ACEBROFILINA;BRONCODILATADORES;ACEBROFILINA;10.00;;XAROPE;;Não;Adulto
ACEBROFILINA;BRONCODILATADORES;ACEBROFILINA;10,000;;XAROPE;;Não;Adulto
ACEBROFILINA;BRONCODILATADORES;ACEBROFILINA;5,000;;XAROPE;;Não;Pediátrico acima de
ACEBROFILINA;BRONCODILATADORES;ACEBROFILINA;5.00;;XAROPE;;Não;Pediátrico acima de
ACEBROFILINA;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ACEBROFILINA;5,000;;Xarope ;;Não;Adulto e Pediátrico
ACEBROFILINA;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ACEBROFILINA;10,000;;Xarope ;;Não;Adulto e Pediátrico
Acebrofilina;BRONCODILATADORES;ACEBROFILINA;5.0;;XAROPE;;Não;Pediátrico acima de
Acebrofilina;BRONCODILATADORES;ACEBROFILINA;10.00;;XAROPE;;Não;Adulto
Acebrofilina;BRONCODILATADORES;ACEBROFILINA;5.00;;XAROPE;;Não;Pediátrico acima de
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,0;;XAROPE;;Não;Pediátrico acima de
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10;COMERCIAL;XAROPE;;Não;Adulto e Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;05;COMERCIAL;XAROPE;VENDA SOB PRESCRICAO MEDICA;Não informado;Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,000;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10,000;;XAROPE;;Não;Adulto
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,00;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10,0;;XAROPE;;Não;Adulto
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,000;;XAROPE;;Não;Adulto
acebrofilina;BRONCODILATADORES;ACEBROFILINA;05;COMERCIAL;XAROPE;INFANTIL;Não informado;Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5;COMERCIAL;XAROPE;VENDA SOB PRESCRICAO MEDICA;Não informado;Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5;COMERCIAL;XAROPE;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10,00;;XAROPE;;Não;Adulto
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,0;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10;;XAROPE;;Não;Adulto
acebrofilina;BRONCODILATADORES;ACEBROFILINA;5,25;;XAROPE;;Não;Adulto e Pediátrico acima de 
acebrofilina;BRONCODILATADORES;ACEBROFILINA;10,50;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACECLOFENACO;ANTINFLAMATORIOS;ACECLOFENACO;100,000;;COMPRIMIDO SIMPLES;;Não;Adulto
ACECLOFENACO;ANTINFLAMATORIOS;ACECLOFENACO;100,00;;COMPRIMIDO REVESTIDO;;Não;Adulto
aceclofenaco;ANTINFLAMATORIOS;ACECLOFENACO;100,000;;COMPRIMIDO REVESTIDO;;Sim;Adulto
aceclofenaco;ANTINFLAMATORIOS;ACECLOFENACO;100,00;;COMPRIMIDO REVESTIDO;;Não;Adulto
aceclofenaco;ANTINFLAMATORIOS;ACECLOFENACO;100,00;;Comprimido Revestido ;;Não;Adulto
aceclofenaco;ANTINFLAMATORIOS;ACECLOFENACO;100,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACECLOFEX;ANTINFLAMATORIOS;ACECLOFENACO;15,00;;CREME DERMATOLOGICO;;Sim;Adulto
ACECLOFEX;ANTINFLAMATORIOS;ACECLOFENACO;15,00;;CREME DERMATOLOGICO;;Não;Adulto
Aceclo-gran;ANTINFLAMATORIOS;ACECLOFENACO;100,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACEFLOR;ANTINFLAMATORIOS;ACECLOFENACO;100.0;;COMPRIMIDO REVESTIDO;;Não;Adulto
Acertalix;ANTI-HIPERTENSIVOS;INDAPAMIDA;1,25;;Comprimido Revestido ;;Não;Adulto
Acertalix;ANTI-HIPERTENSIVOS;perindopril arginina;5,00;;Comprimido Revestido ;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;BESILATO DE ANLODIPINO;3,4675;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;BESILATO DE ANLODIPINO;13,870;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;BESILATO DE ANLODIPINO;6,935;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;perindopril arginina;14,000;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;perindopril arginina;3,5000;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTANLO;ANTI-HIPERTENSIVOS;perindopril arginina;7,000;;COMPRIMIDO SIMPLES;;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;2.500;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;10.000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;5,000;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;5.000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;5,00;;COMPRIMIDO ORODISPERSIVEL;;Não;Adulto
ACERTIL;ANTI-HIPERTENSIVOS;perindopril arginina;10,00;;COMPRIMIDO ORODISPERSIVEL;;Não;Adulto
ACETATO DE ABIRATERONA;ANTINEOPLASICO;acetato de abiraterona;250,000;;Comprimido;;Não;Adulto
ACETATO DE ABIRATERONA;;acetato de abiraterona;250,00;;Comprimido;;Não;Adulto
acetato de abiraterona;AGENTES ANTINEOPLÁSICOS;acetato de abiraterona;250,00;;Comprimido;;Não;Adulto
acetato de abiraterona;ANTINEOPLASICO;acetato de abiraterona;250,00;;Comprimido Revestido ;;Não;Adulto
acetato de abiraterona;OUTROS ANTINEOPLASICOS;acetato de abiraterona;250,00;;Comprimido Revestido ;;Não;Adulto
acetato de abiraterona;OUTROS ANTINEOPLASICOS;acetato de abiraterona;250,0;;Comprimido;;Não;Adulto
acetato de atosibana;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;acetato de atosibana;7,953;;SOLUÇÃO PARA DILUIÇÃO PARA INFUSÃO;;Sim;Adulto
acetato de atosibana;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;acetato de atosibana;37,5;;SOLUÇÃO PARA DILUIÇÃO PARA INFUSÃO;;Não informado;Adulto
acetato de atosibana;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;acetato de atosibana;6,75;;SOLUÇAO INJETAVEL;;Não informado;Adulto
acetato de atosibana;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;acetato de atosibana;6,75;;SOLUÇAO INJETAVEL;;Sim;Adulto
ACETATO DE CASPOFUNGINA;ANTI-FUNGICOS;ACETATO DE CASPOFUNGINA;70;;PO LIOFILO INJETAVEL;;Sim;Adulto e Pediátrico acima de 
ACETATO DE CASPOFUNGINA;ANTI-FUNGICOS;ACETATO DE CASPOFUNGINA;56,728;;PO LIOFILO INJETAVEL;;Sim;Adulto e Pediátrico acima de 
ACETATO DE CASPOFUNGINA;ANTI-FUNGICOS;ACETATO DE CASPOFUNGINA;83,951;;PO LIOFILO INJETAVEL;;Sim;Adulto e Pediátrico acima de 
acetato de caspofungina;ANTIMICÓTICOS PARA USO SISTÊMICO;ACETATO DE CASPOFUNGINA;77,700;;Pó para Solução Injetável;;Sim;Adulto e Pediátrico acima de 
acetato de caspofungina;ANTIMICÓTICOS PARA USO SISTÊMICO;ACETATO DE CASPOFUNGINA;55,500;;Pó para Solução Injetável;;Sim;Adulto e Pediátrico acima de 
ACETATO DE CIPROTERONA + ETINILESTRADIOL;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ACETATO DE CIPROTERONA;2,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CIPROTERONA + ETINILESTRADIOL;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;ETINILESTRADIOL;0,035;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CIPROTERONA + ETINILESTRADIOL;PRODUTOS ANTI-ACNE;ACETATO DE CIPROTERONA;2;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CIPROTERONA + ETINILESTRADIOL;PRODUTOS ANTI-ACNE;ACETATO DE CIPROTERONA;2.00;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CIPROTERONA + ETINILESTRADIOL;PRODUTOS ANTI-ACNE;ETINILESTRADIOL;0.035;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de ciproterona + etinilestradiol;ANDROGENOS SIMPLES;ACETATO DE CIPROTERONA;2.0;;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
acetato de ciproterona + etinilestradiol;ANDROGENOS SIMPLES;ACETATO DE CIPROTERONA;2.0;COMERCIAL;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto
acetato de ciproterona + etinilestradiol;ANDROGENOS SIMPLES;ETINILESTRADIOL;0.035;;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
acetato de ciproterona + etinilestradiol;ANDROGENOS SIMPLES;ETINILESTRADIOL;0.035;COMERCIAL;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto
acetato de ciproterona + etinilestradiol;ANTICONCEPCIONAIS;ACETATO DE CIPROTERONA;2,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de ciproterona + etinilestradiol;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,035;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de ciproterona + etinilestradiol;PRODUTOS ANTI-ACNE;ACETATO DE CIPROTERONA;2,00;;COMPRIMIDO REVESTIDO;;Não informado;Adulto
acetato de ciproterona + etinilestradiol;PRODUTOS ANTI-ACNE;ETINILESTRADIOL;0,035;;COMPRIMIDO REVESTIDO;;Não informado;Adulto
ACETATO DE CIPROTERONA+ETINILESTRADIOL;ANDROGENOS SIMPLES;ACETATO DE CIPROTERONA;2.0;COMERCIAL;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ACETATO DE CIPROTERONA+ETINILESTRADIOL;ANDROGENOS SIMPLES;ETINILESTRADIOL;0.035;COMERCIAL;Comprimido Revestido ;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
acetato de clomardinona + etinildestradiol;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,000;;Comprimido Revestido ;;Não;Adulto
acetato de clomardinona + etinildestradiol;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,030;;Comprimido Revestido ;;Não;Adulto
ACETATO DE CLORMADINONA + ETINILESTRADIOL;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,00;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLORMADINONA + ETINILESTRADIOL;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLORMADINONA + ETINILESTRADIOL;ANTICONCEPCIONAIS;ETINILESTRADIOL;9,009;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLORMADINONA + ETINILESTRADIOL;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,03;;COMPRIMIDO REVESTIDO;;Não;Adulto
Acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,0;;Comprimido Revestido ;;Não;Adulto
Acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,03;;Comprimido Revestido ;;Não;Adulto
acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,00;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,03;;COMPRIMIDO REVESTIDO;;Não;Adulto
acetato de clormadinona + etinilestradiol;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,030;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLORMADINONA+ETINILESTRADIOL;ANTICONCEPCIONAIS;ACETATO DE CLORMADINONA;2,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLORMADINONA+ETINILESTRADIOL;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,030;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA;CERATOLITICOS E CERATOPLASTICOS;ACETATO DE CLOSTEBOL;5.00;;CREME DERMATOLOGICO;;Não;Adulto
ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA;CERATOLITICOS E CERATOPLASTICOS;ACETATO DE CLOSTEBOL;5.00;;CREME DERMATOLOGICO;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA;CERATOLITICOS E CERATOPLASTICOS;SULFATO DE NEOMICINA;5.00;;CREME DERMATOLOGICO;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto
ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA;CERATOLITICOS E CERATOPLASTICOS;SULFATO DE NEOMICINA;5.00;;CREME DERMATOLOGICO;;Não;Adulto
acetato de desmopressina;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE DESMOPRESSINA;0,106;;Solução ;;Não;Adulto e Pediátrico
ACETATO DE DEXAMETASONA;GLICOCORTICOIDES SISTEMICOS;ACETATO DE DEXAMETASONA;1,00;;Creme;;Não;Adulto e Pediátrico
ACETATO DE DEXAMETASONA;GLICOCORTICOIDES SISTEMICOS;ACETATO DE DEXAMETASONA;1,00;;Creme;;Sim;Adulto e Pediátrico
ACETATO DE DEXAMETASONA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ACETATO DE DEXAMETASONA;1,00;;Creme;;Não;Adulto e Pediátrico
Acetato de Dexametasona;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ACETATO DE DEXAMETASONA;1,00;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
acetato de dexametasona;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ACETATO DE DEXAMETASONA;1,0;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
Acetato de glatirâmer;IMUNOMODULADOR;ACETATO DE GLATIRÂMER;20,00;;Solução Injetável ;;Não;Adulto
Acetato de Octreotida;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE OCTREOTIDA;0,10;;SOLUÇAO INJETAVEL;;Não;Adulto
acetato de octreotida;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE OCTREOTIDA;0,10;;SOLUÇAO INJETAVEL;;Não informado;Adulto
acetato de octreotida;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE OCTREOTIDA;0.10;RESTRITO A HOSPITAIS;SOLUÇAO INJETAVEL;;Sim;Adulto
Acetato de Terlipressina;ANTI-HEMORRAGICOS;ACETATO DE TERLIPRESSINA;1,0;;PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;;Sim;Adulto
acetato de terlipressina;OUTROS PRODUTOS ANTI-HEMORRAGICOS;ACETATO DE TERLIPRESSINA;1,000;;Pó Liofilizado para Solução Injetável;;Sim;Adulto
Acetato de Zinco 0,5 mEq/mL;SOLUÇÕES QUE AJUSTAM O BALANÇO ELETROLÍTICO;ACETATO DE ZINCO;54;;Solução Injetável ;;Sim;Adulto e Pediátrico
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;21,0;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40,00;;XAROPE;;Não;Adulto
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;20,00;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40,000;;XAROPE;;Não;Adulto
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;20,00;;XAROPE;;Não;Pediátrico
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;200.00;;GRANULADO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;600.00;;GRANULADO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;100.00;;GRANULADO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;21.00;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACETILCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;100.00;COMERCIAL;GRANULADO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
acetilcisteina;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40,00;;Solução ;;Não;Adulto e Pediátrico acima de 
acetilcisteina;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;600,00;;Granulado para Solução ;;Não;Adulto e Pediátrico acima de 
acetilcisteina;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;20,00;;Solução ;;Não;Adulto e Pediátrico acima de 
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;200,00;;Granulado ;;Não;Adulto
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;600,00;;Granulado ;;Não;Adulto
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;20,00;;XAROPE;;Não;Pediátrico acima de
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40;;XAROPE;;Não;Adulto e Pediátrico acima de 
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;20,00;COMERCIAL;XAROPE;;Não;Pediátrico acima de
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;120,00;;Granulado para Solução ;;Não;Adulto e Pediátrico acima de 
acetilcisteína;EXPECTORANTES BALSAMICOS E MUCOLITICO;ACETILCISTEÍNA;40,000;;XAROPE;;Não;Adulto
ACETILDOR;ANALGESICOS NAO NARCOTICOS;ACIDO ACETILSALICILICO;500;;COMPRIMIDO SIMPLES;;Não;Adulto
ACETONA;SUBSTANCIA SEM CLASSIFICACAO TERAPEUTICA;ACETONA;90,00;COMERCIAL;LIQUIDO;INFANTIL;Não informado;Pediátrico
ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;GRAMICIDINA;0.25;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico
ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;NISTATINA;100000;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico
ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;SULFATO DE NEOMICINA;2.50;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico
ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;TRIANCINOLONA ACETONIDA;1.00;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico
acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;GRAMICIDINA;0.250;COMERCIAL;POMADA DERMATOLOGICA;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto e Pediátrico
acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;NISTATINA;100.000;COMERCIAL;POMADA DERMATOLOGICA;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto e Pediátrico
acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;SULFATO DE NEOMICINA;4.167;COMERCIAL;POMADA DERMATOLOGICA;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto e Pediátrico
acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;TRIANCINOLONA ACETONIDA;1.000;COMERCIAL;POMADA DERMATOLOGICA;VENDA SOB PRESCRICAO MEDICA;Não informado;Adulto e Pediátrico
ACICLOMED;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;200.00;;COMPRIMIDO SIMPLES;;Sim;Adulto
ACICLOR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;200,00;;Comprimido;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;400;;COMPRIMIDO SIMPLES;;Sim;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;400.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;200.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;400;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;200;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;420,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR;210,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACICLOVIR;ANTIVIROTICOS;ACICLOVIR SÓDICO;275,0;;PO LIOFILO PARA SOLUÇAO INJETAVEL;;Sim;Adulto e Pediátrico
ACICLOVIR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;50.00;;CREME;;Não;Adulto e Pediátrico
Aciclovir;ANTIVIROTICOS;ACICLOVIR;420,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
Aciclovir;ANTIVIROTICOS;ACICLOVIR;210,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
Aciclovir;ANTIVIROTICOS;ACICLOVIR;50.00;;CREME DERMATOLOGICO;;Não informado;Adulto e Pediátrico
