NO_PRODUTO;DS_CATEGORIA_PRODUTO;NO_PRINICIPIO_ATIVO;DS_CONCENTRACAO;DS_DESTINACAO;DS_FORMA_FISICA;DS_RESTRICAO_PRESCRICAO;ST_RESTRITO_HOSPITAL;DS_RESTRICAO_USO
DIPIRONA SODICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500,000;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPIRONA SODICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;525,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico
DIPIRONA SODICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;525,00;;COMPRIMIDO SIMPLES;;Sim;Adulto e Pediátrico
DIPIRONA SODICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;525,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPIRONA SODICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;1054;;Solução Injetável ;;Sim;Adulto e Pediátrico
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;510;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;556,56;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;510,00;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500;;SOLUÇAO ORAL;;Sim;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;500;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;500,00;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;1000.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;55;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
DIPIRONA SÓDICA;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;500.00;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico acima de 
Dipirona Sódica;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;500,00;;Solução Injetável ;;Sim;Adulto e Pediátrico
dipirona sódica;ANALGESICOS NAO NARCOTICOS;DIPIRONA;553,35;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
dipirona sódica;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500;COMERCIAL;SOLUÇAO INJETAVEL;VENDA SOB PRESCRICAO MEDICA;Não informado;Pediátrico
dipirona sódica;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500;COMERCIAL;SOLUÇAO INJETAVEL;INFANTIL;Não informado;Pediátrico
dipirona sódica;ANALGESICOS NAO NARCOTICOS;dipirona monoidratada;553,35;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPRIN;ANALGESICOS NAO NARCOTICOS;DIPIRONA;500;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BECLOMETASONA;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;250;;SOLUÇAO COM PROPELENTE (AEROSOL);;Não;Adulto
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;50,00;;Solução Aerossol ;;Não;Adulto e Pediátrico
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;200,00;;Solução Aerossol ;;Não;Adulto e Pediátrico
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;200;COMERCIAL;SOLUÇAO COM PROPELENTE (AEROSOL);VENDA SOB PRESCRICAO MEDICA;Não;Adulto
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;50;COMERCIAL;SOLUÇAO COM PROPELENTE (AEROSOL);VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;250;COMERCIAL;SOLUÇAO COM PROPELENTE (AEROSOL);VENDA SOB PRESCRICAO MEDICA;Não;Adulto
dipropionato de beclometasona;ANTIASMATICOS;DIPROPIONATO DE BECLOMETASONA;100;COMERCIAL;SOLUÇAO COM PROPELENTE (AEROSOL);VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico
DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0.64;;Creme;;Não;Adulto e Pediátrico
DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0,640;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ACIDO SALICILICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ÁCIDO SALICÍLICO;30;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ACIDO SALICILICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0,5;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ÁCIDO SALICÍLICO;20,000;;SOLUÇAO TOPICA;;Não informado;Adulto e Pediátrico
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ÁCIDO SALICÍLICO;20,00;;SOLUÇAO TOPICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;ÁCIDO SALICÍLICO;30,00;;Pomada;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0,64;;Pomada;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0,640;;SOLUÇAO TOPICA;;Não informado;Adulto e Pediátrico
DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;DIPROPIONATO DE BETAMETASONA;0,640;;SOLUÇAO TOPICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;DIPROPIONATO DE BETAMETASONA;6.43;;SUSPENSAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;DIPROPIONATO DE BETAMETASONA;6.43;;SUSPENSAO INJETAVEL;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;DIPROPIONATO DE BETAMETASONA;6.43;COMERCIAL;SUSPENSAO INJETAVEL;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;DIPROPIONATO DE BETAMETASONA;6,75;;SUSPENSAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;FOSFATO DISSÓDICO DE BETAMETASONA;2.63;;SUSPENSAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;FOSFATO DISSÓDICO DE BETAMETASONA;2,63;;SUSPENSAO INJETAVEL;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;FOSFATO DISSÓDICO DE BETAMETASONA;2.63;COMERCIAL;SUSPENSAO INJETAVEL;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;FOSFATO DISSÓDICO DE BETAMETASONA;2.63;;SUSPENSAO INJETAVEL;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,64;;Pomada;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,6400;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,640;;Creme;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0.6400;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,695;;Creme;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;2,0661;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;2.0661;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,695;;Pomada;;Não;Adulto e Pediátrico acima de 
Dipropionato de Betametasona + Sulfato de Gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,64;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
Dipropionato de Betametasona + Sulfato de Gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,00;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,64;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,642839;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,640;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,589825;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,695;;POMADA DERMATOLOGICA;;Não;Adulto e Pediátrico acima de 
dipropionato de betametasona + sulfato de gentamicina;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,695;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,642839;;Pomada;;Não informado;Adulto e Pediátrico acima de 
DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,589825;;Pomada;;Não informado;Adulto e Pediátrico acima de 
DIPROZIL;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;DIPROPIONATO DE BETAMETASONA;0,64;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
DIPROZIL;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;SULFATO DE GENTAMICINA;1,00;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
DIRECTUS;VASODILATADORES;CITRATO DE SILDENAFILA;35,120;;Comprimido Revestido ;;Não;Adulto
DIRECTUS;VASODILATADORES;CITRATO DE SILDENAFILA;140,481;;Comprimido Revestido ;;Não;Adulto
DIRECTUS;VASODILATADORES;CITRATO DE SILDENAFILA;70,24;;Comprimido Revestido ;;Não;Adulto
DISI-TEC;AGENTES DIAGNOSTICOS RADIOATIVOS;DISOFENINA;20;;PO LIOFILO INJETAVEL;;Sim;Adulto e Pediátrico
DISMUCAL;BRONCODILATADORES;ACEBROFILINA;5,00;;XAROPE;;Não;Adulto e Pediátrico acima de 
DISMUCAL;BRONCODILATADORES;ACEBROFILINA;10,00;;XAROPE;;Não;Adulto
DISMUCAL;BRONCODILATADORES;ACEBROFILINA;5.000;;GEL;;Não;Adulto e Pediátrico acima de 
DISPLATA;CITOSTATICOS ALQUILANTES;CARBOPLATINA;150;;PO LIOFILO INJETAVEL;;Sim;Adulto
DISPLATA;CITOSTATICOS ALQUILANTES;CARBOPLATINA;450;;PO LIOFILO INJETAVEL;;Sim;Adulto
DISTRACT;PSICOANALÉPTICOS;CLORIDRATO DE METILFENIDATO;10,000;;Comprimido;;Não;Adulto e Pediátrico acima de 
DIUPRESS;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;CLORIDRATO DE AMILORIDA;5;;COMPRIMIDO SIMPLES;;Não;Adulto
DIUPRESS;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;CLORIDRATO DE AMILORIDA;5;COMERCIAL;COMPRIMIDO SIMPLES;;Não;Adulto
DIUPRESS;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;CLORTALIDONA;50;;COMPRIMIDO SIMPLES;;Não;Adulto
DIUPRESS;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;CLORTALIDONA;25;COMERCIAL;COMPRIMIDO SIMPLES;;Não;Adulto
DIUPRESS;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;CLORTALIDONA;50;COMERCIAL;COMPRIMIDO SIMPLES;;Não;Adulto
DIUREMIDA;DIURETICOS;FUROSEMIDA;40,00;;COMPRIMIDO SIMPLES;;Não;Adulto
DIURISA;DIURETICOS;FUROSEMIDA;40,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico
DIVA;ANTICONCEPCIONAIS;DROSPIRENONA;3.00;;COMPRIMIDO REVESTIDO;;Não;Adulto
DIVA;ANTICONCEPCIONAIS;DROSPIRENONA;3.00;;COMPRIMIDO REVESTIDO;;Não informado;Adulto
DIVA;ANTICONCEPCIONAIS;ETINILESTRADIOL;0.03;;COMPRIMIDO REVESTIDO;;Não informado;Adulto
DIVA;ANTICONCEPCIONAIS;ETINILESTRADIOL;0.03;;COMPRIMIDO REVESTIDO;;Não;Adulto
DIVA 20;ANTICONCEPCIONAIS;DROSPIRENONA;3,00;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
DIVA 20;ANTICONCEPCIONAIS;DROSPIRENONA;3,00;;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
DIVA 20;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,02;;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
DIVA 20;ANTICONCEPCIONAIS;ETINILESTRADIOL;0,02;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;134.50;COMERCIAL;CAPSULA GELATINOSA DURA COM MICROGRANULOS;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.10;;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.20;COMERCIAL;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.10;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.20;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;COMERCIAL;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALCON;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;134.50;;CAPSULA GELATINOSA DURA COM MICROGRANULOS;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.10;;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;COMERCIAL;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269.10;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;134.50;COMERCIAL;CAPSULA GELATINOSA DURA COM MICROGRANULOS;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,00;;Comprimido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.20;COMERCIAL;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538.10;COMERCIAL;COMPRIMIDO DE LIBERACAO PROLONGADA;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,10;;Comprimido Revestido de Liberação Retardada;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,00;;Comprimido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SODIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,20;;Comprimido Revestido de Liberação Retardada;;Não;Adulto e Pediátrico acima de 
DIVALPROATO DE SÓDIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;537.985;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não informado;Adulto e Pediátrico acima de 
DIVALPROATO DE SÓDIO;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;268.993;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não informado;Adulto e Pediátrico acima de 
DIVALPROATO DE SÓDIO;;DIVALPROATO DE SÓDIO;538,100;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
Divalproato de Sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
Divalproato de Sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
Divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
Divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,10;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
Divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,10;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,05;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,200;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,10;;Comprimido Revestido de Liberação Retardada;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,20;;Comprimido Revestido de Liberação Retardada;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
divalproato de sódio;ANTIEPILÉPTICOS;DIVALPROATO DE SÓDIO;538,10;;Comprimido Revestido de Liberação Prolongada;;Não;Adulto e Pediátrico acima de 
DIVIDOL;ANALGESICOS NAO NARCOTICOS;hidroxibenzoato de viminol;70,00;;CAPSULA GELATINOSA DURA;;Não;Adulto
DIZTABEX;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
DIZTABEX;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
DMSA;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;SUCCÍMER;1;;PO LIOFILO INJETAVEL;;Sim;Adulto e Pediátrico
DMSA-TEC;AGENTES DIAGNOSTICOS RADIOATIVOS;SUCCÍMER;1,0;;PO LIOFILO PARA SOLUÇAO INJETAVEL;;Sim;Adulto e Pediátrico
DNAREN;ANTINFLAMATORIOS;DICLOFENACO SÓDICO;25,0;;SOLUÇAO INJETAVEL;;Não;Adulto
DNAREN;ANTINFLAMATORIOS ANTIREUMATICOS;DICLOFENACO SÓDICO;25,0;;SOLUÇAO INJETAVEL;;Não;Adulto
DOBEVEN;ANTIVARICOSOS DE ACAO SISTEMICA;DOBESILATO DE CÁLCIO;500.000;COMERCIAL;CAPSULA GELATINOSA DURA;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
DOBLE;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;269,100;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
DOBLE;ANTICONVULSIVANTES;DIVALPROATO DE SÓDIO;538,200;;Comprimido Revestido ;;Não;Adulto e Pediátrico acima de 
DOBUTREX;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;CLORIDRATO DE DOBUTAMINA;282,00;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico
DOCEGLENNU;ANTINEOPLASICO;DOCETAXEL;20;;SOLUÇAO INJETAVEL;;Sim;Adulto
DOCEGLENNU;ANTINEOPLASICO;DOCETAXEL;80;;SOLUÇAO INJETAVEL;;Sim;Adulto
DOCELIBBS;ANTINEOPLASICO;DOCETAXEL TRIIDRATADO;21,34;;Solução Injetável ;;Sim;Adulto
DOCETAXEL;ANTINEOPLASICO;DOCETAXEL;20;;SOLUÇAO INJETAVEL;;Sim;Adulto
DOCETAXEL;ANTINEOPLASICO;DOCETAXEL;40,000;;SOLUÇAO INJETAVEL;;Sim;Adulto
DOCETAXEL;ANTINEOPLASICO;DOCETAXEL;80;;SOLUÇAO INJETAVEL;;Sim;Adulto
DOCETAXEL;TAXANOS;DOCETAXEL;20,00;;Solução p/ Diluição p/ Infusão;;Sim;Adulto
